GeneSymbol	logFC	AveExpr	t	P.Value	adj.P.Val	B
TEAD3	-0.5213189334	4.9390508794	-2.6415795724	0.0135252533	0.3602311457	-3.0013797605
TMEM159	0.5801727889	3.6776075849	2.641130641	0.0135394481	0.3602311457	-3.0022861126
MIR1238	-0.6625519301	4.7445694615	-2.6401183424	0.0135715071	0.3602311457	-3.0043295352
PLEKHH2	-0.517592589	3.8913559908	-2.63977602	0.0135823642	0.3602311457	-3.0050204466
CD93	-0.4787800848	3.500125292	-2.6384206711	0.0136254304	0.3602311457	-3.0077554614
FAT3	-0.5755473472	4.9631560512	-2.6378358113	0.0136440535	0.3602311457	-3.0089354306
PRRT3-AS1	0.5009863822	4.8187966742	2.6348987968	0.0137379336	0.3603737643	-3.0148587058
PRAME	0.5852655794	7.3007307021	2.6347325352	0.013743266	0.3603737643	-3.0151939056
KRTAP5-5	-0.5492660098	3.6037680353	-2.6320011836	0.0138311439	0.3610049935	-3.0206988772
LOC284930	0.5686729923	5.1139324108	2.6295471283	0.0139105465	0.3610049935	-3.0256422197
HIST1H3J	-0.5987964354	7.7580792242	-2.6277362655	0.0139694102	0.3610049935	-3.0292882746
TMEM220	0.5463991584	3.8327244793	2.6261131681	0.0140223676	0.3610049935	-3.0325550706
HIST3H2BB	-0.6022032468	8.7603456375	-2.6245343725	0.014074059	0.3610049935	-3.0357316059
CLEC18A	0.7543293547	4.5115653241	2.6218679665	0.0141617629	0.3610049935	-3.0410939581
BORA	-0.6194779373	6.5530779241	-2.6214136066	0.0141767584	0.3610049935	-3.0420074037
OTTHUMG00000154620	0.866260299	3.2962388425	2.6210612825	0.0141883966	0.3610049935	-3.0427156548
ZUFSP	-0.507654089	6.5805949612	-2.6207712234	0.0141979847	0.3610049935	-3.0432986987
MOXD1	-0.5871483998	4.0318640623	-2.6195863592	0.0142372137	0.3610049935	-3.0456799986
CACNG6	-0.5199567043	4.0482099307	-2.6179010256	0.0142931865	0.3612320776	-3.0490660727
VTRNA1-1	0.8744131763	4.9388737226	2.6130875719	0.0144541794	0.3631255928	-3.0587301698
TMEM80	0.5160233686	4.1404510614	2.6128361181	0.0144626359	0.3631255928	-3.0592347422
SNORA38B	0.9281252749	8.5852194333	2.6102639939	0.0145494018	0.3632626334	-3.0643944347
SMIM11	0.4867477197	3.9560305628	2.6060665653	0.0146920353	0.3632626334	-3.0728082768
VCAN	-1.078324338	6.4475191233	-2.6059529204	0.0146959151	0.3632626334	-3.0730359734
PCDH10	0.5794123381	4.8713286923	2.6049921216	0.0147287547	0.3632626334	-3.0749607824
CT49	0.5715083293	4.1898361247	2.6041805274	0.0147565477	0.3632626334	-3.076586368
NT5DC3	0.4915111576	7.3647165271	2.6030615425	0.0147949473	0.3632626334	-3.0788271682
ITM2A	-0.6449191868	3.4462238625	-2.6029417572	0.0147990634	0.3632626334	-3.0790670094
STAT3	0.5664565714	6.4856643865	2.6008257076	0.0148719517	0.3635010522	-3.0833028452
RNU6ATAC5P	-0.5522904965	4.5695757603	-2.5999156624	0.0149034012	0.3635010522	-3.0851239367
ADRA2A	0.6006767958	3.4894986495	2.5966691598	0.0150160988	0.3650907818	-3.0916175407
OSGIN2	-0.498321042	4.5927565752	-2.594698623	0.015084889	0.3656063151	-3.0955567101
PYDC2	0.7938300435	3.5519384343	2.5921740148	0.0151734495	0.3665962647	-3.1006009795
NXN	-0.6287216318	5.8328467772	-2.5907616496	0.0152232042	0.3666254528	-3.1034217123
ABCA12	0.820404083	5.3190580426	2.5894344856	0.0152700957	0.3666254528	-3.1060714788
PLCB1	0.6154413369	7.1632010262	2.5852973684	0.0154171311	0.3690025494	-3.1143264799
MAGEA3	0.7043992749	4.8312574042	2.5828504232	0.0155047148	0.3698635493	-3.1192054156
GTF2F2	-0.486733316	7.857960831	-2.5816073452	0.0155493852	0.3698635493	-3.1216829538
ZNF844	0.9523238586	3.5590410282	2.5763382125	0.0157400633	0.3724995533	-3.1321770408
MIR130B	-0.8450330117	3.7724852413	-2.5753503849	0.0157760513	0.3724995533	-3.1341430335
CYBRD1	-0.5862120661	4.1394708546	-2.5725211966	0.0158795458	0.3724995533	-3.1397713209
MAP4K1	-0.5973079971	4.397017154	-2.5724141998	0.0158834722	0.3724995533	-3.1399841063
ASAP1-IT1	0.5339654215	4.9684258319	2.5718926758	0.0159026231	0.3724995533	-3.1410211915
LOC554206	0.6123393957	3.9182840364	2.5680080201	0.0160459475	0.37471433	-3.1487422494
PA2G4P4	0.5716865998	3.4370387626	2.564894772	0.0161616749	0.3762731765	-3.1549251809
LOC145783	0.4809725257	5.4729637174	2.5618913891	0.0162740516	0.3767270784	-3.1608857848
MIR595	0.4903170581	4.5621157007	2.5602654998	0.016335189	0.3767270784	-3.1641108768
PSG4	0.7308396782	3.5866983371	2.5591199089	0.0163783938	0.3767270784	-3.1663825388
SHISA2	-0.7953613644	5.2717075475	-2.5590258372	0.0163819463	0.3767270784	-3.1665690529
KCNT1	0.5274620301	3.5811203646	2.5573392281	0.0164457607	0.3767270784	-3.1699123821
PROK2	0.599807443	3.4577792152	2.5555497231	0.0165137203	0.3767270784	-3.1734582729
MIR181B1	0.6385665136	3.4425325567	2.5552689205	0.0165244078	0.3767270784	-3.1740145496
HIST1H2BM	-0.5615684386	11.4426989043	-2.5532274053	0.0166023024	0.3773831053	-3.1780577662
OTTHUMG00000177628	0.559935754	4.9907329809	2.5505676584	0.0167042964	0.3785814425	-3.1833225543
ADAM20	0.5069594972	4.4456959431	2.5491656461	0.0167582931	0.3786881342	-3.1860964495
RNASEH2B	-0.5210740419	7.8146252545	-2.5457270163	0.0168914129	0.3805769079	-3.1928960279
ATF3	0.695280372	4.2261707383	2.5404691416	0.0170968564	0.3836700035	-3.2032825798
CDAN1	0.5379971499	4.9041372824	2.5396626933	0.017128571	0.3836700035	-3.2048745437
PCDH18	-0.6208146151	4.8737176754	-2.5363487041	0.0172594707	0.3854782365	-3.2114133788
FRRS1L	0.75673932	5.8886064369	2.5297642084	0.0175223044	0.3902141005	-3.2243903128
RIMS2	0.5042882237	5.4003001845	2.5278901801	0.0175977843	0.3907623615	-3.2280800652
CCNYL2	0.6280419154	3.5351592301	2.5263928257	0.0176583091	0.3909763368	-3.2310270264
UACA	-0.573049433	4.3088929114	-2.5239759022	0.0177564103	0.392018679	-3.2357816219
SLC16A7	0.4769863932	4.3224928669	2.5208977765	0.017882079	0.3933379405	-3.2418330361
LOC100272217	0.5655652632	4.5807734382	2.5200080116	0.0179185577	0.3933379405	-3.2435814455
LCE3A	-0.5299528386	4.2576682777	-2.5158643975	0.0180893466	0.3959556979	-3.2517189181
H6PD	-0.5078049326	3.961302466	-2.5128978734	0.0182125418	0.3975197686	-3.2575398608
CBX4	0.5478410402	5.3444302387	2.5102714855	0.0183222582	0.398781615	-3.2626899718
KCNK2	-0.5096188984	4.7700248498	-2.5045616558	0.0185628945	0.4013912959	-3.2738753504
CSAG4	0.8830038414	4.4216854886	2.5039980918	0.018586803	0.4013912959	-3.2749785299
ZNF414	-0.5147053901	4.7062429689	-2.5024725834	0.0186516637	0.4013912959	-3.2779639757
SKA3	-0.5062197005	8.0640171571	-2.5007446459	0.0187253835	0.4013912959	-3.2813442642
PDE2A	0.5026803317	4.1946884725	2.5003239576	0.0187433722	0.4013912959	-3.2821670267
HSPA5	0.5159225444	9.7344169143	2.5000375995	0.0187556261	0.4013912959	-3.2827270252
C2CD4D	-0.5254640943	3.5886312993	-2.4950991588	0.018968119	0.4039716483	-3.2923785316
PNPT1	-0.4698428882	8.4830618474	-2.4936236636	0.0190320369	0.4039716483	-3.2952599637
HERPUD1	0.552127486	6.9215267617	2.4935798742	0.0190339368	0.4039716483	-3.2953454625
PTMA	-0.4883394639	8.3485365085	-2.4887820356	0.019243173	0.4072873223	-3.3047077787
FBLN7	-0.5004128108	4.5510219425	-2.483712615	0.0194665566	0.4089035179	-3.3145882548
SLCO3A1	0.5038578022	4.1042066285	2.4828595332	0.0195043818	0.4089035179	-3.3162497468
EFEMP2	0.5364487663	4.4530645733	2.4816722342	0.0195571388	0.4089035179	-3.318561599
TP73	-0.5855156255	5.3100814902	-2.4810805304	0.01958348	0.4089035179	-3.3197134872
TUSC1	0.6486454069	3.5565668522	2.4804039086	0.0196136416	0.4089035179	-3.3210304846
MID2	0.6041763331	3.3674739129	2.4787483288	0.0196876225	0.4089035179	-3.3242520409
LINC00668	0.5866823666	3.7621125965	2.4786486118	0.0196920866	0.4089035179	-3.3244460365
OTTHUMG00000171652	0.6465960923	3.4671772558	2.4773087895	0.0197521585	0.4090453732	-3.327052152
RNU1-14P	-0.5857662855	5.2246606673	-2.4732425965	0.0199355045	0.4113478648	-3.3349561649
PMS2P5	-0.5134056349	4.6701088238	-2.4724721104	0.0199704222	0.4113478648	-3.3364529772
NFATC4	0.4956566413	4.5915604359	2.4679293254	0.0201774449	0.4145008258	-3.3452724307
PER3	0.4917993894	5.0903070016	2.4599896124	0.0205440235	0.4185296411	-3.3606630724
MIR1270-1	0.4812683672	4.3859156109	2.4592611498	0.020577962	0.4185296411	-3.3620736397
ZFX	0.4736558892	4.5879522986	2.4591503776	0.0205831273	0.4185296411	-3.3622881124
TEX35	-0.5082178845	3.7870685332	-2.4585179292	0.0206126412	0.4185296411	-3.3635125213
RNY4P23	0.5669641553	5.4597341604	2.4578054408	0.020645937	0.4185296411	-3.364891656
NEURL1B	-0.4918555446	4.6134134742	-2.4556251897	0.0207481314	0.4194944568	-3.3691103643
PLP2	0.5391848391	4.6483809473	2.4497236779	0.0210270909	0.4240187387	-3.3805181022
C14orf144	0.497501493	5.352066231	2.4478111786	0.0211182306	0.4242469955	-3.3842113974
SLC26A11	0.4890984044	5.524865217	2.4471703972	0.021148848	0.4242469955	-3.385448438
CDH3	0.4787505146	3.7463519084	2.4437345541	0.0213137146	0.426440806	-3.3920780109
LOC349160	0.6744273011	3.7907242826	2.4372722135	0.0216270103	0.4315852468	-3.404531812
ADAM20P1	0.6137534071	4.5504196964	2.4354411865	0.021716545	0.4322492632	-3.4080567599
LOC100505624	-0.5449683076	5.794775682	-2.4320909012	0.0218812515	0.4344022103	-3.4145022383
JPH4	0.461811316	4.9962999764	2.427662859	0.0221007028	0.4368503927	-3.4230127701
ACBD5	0.5060221235	5.9372887378	2.4273097884	0.0221182875	0.4368503927	-3.4236909463
PSMD5-AS1	0.4974558121	5.2838687481	2.4245241572	0.0222574769	0.4376469865	-3.4290394339
MYO5A	0.4676664005	6.6385054436	2.4242235328	0.0222725461	0.4376469865	-3.4296164139
LILRA4	-0.5409368618	3.445014247	-2.4222456641	0.0223719233	0.4384782833	-3.4334113772
LOC101060680	0.5019761848	4.3255805352	2.4190833664	0.0225316574	0.4384923477	-3.4394749337
KRT18P10	0.5815666401	4.9915795521	2.418894164	0.0225412475	0.4384923477	-3.4398375647
RPL23AP82	-0.6899197804	3.8744028454	-2.4183300147	0.0225698647	0.4384923477	-3.4409187257
TBRG1	0.4303049473	5.4068897937	2.4171835702	0.0226281224	0.4384923477	-3.4431153413
LOC644172	0.4616303737	4.7468080869	2.4165965395	0.0226580063	0.4384923477	-3.4442398561
BCL2	0.6435967156	6.5995564111	2.4134047468	0.0228211248	0.4405394514	-3.4503510796
TPTE2P5	-0.4826831823	5.1077484753	-2.4117772364	0.0229047136	0.4410448984	-3.453465289
SLC25A30	-0.5136829094	4.7430465422	-2.4103747835	0.0229769685	0.4413301231	-3.4561478071
FAM228B	-0.5514532867	5.0083252541	-2.4058426043	0.0232118993	0.4441337014	-3.4648100114
TMEM134	0.5012650518	4.2821580049	2.4049362557	0.0232591443	0.4441337014	-3.4665410663
B3GAT1	0.4968484714	4.271300047	2.4042236261	0.0232963532	0.4441337014	-3.4679018471
ATF5	0.5721150751	6.3322177362	2.4011322413	0.0234583976	0.445177008	-3.4738019952
OTTHUMG00000163994	-0.509908529	3.8187177313	-2.4009693521	0.0234669645	0.445177008	-3.4741127504
PXDNL	0.5955473663	3.6492415871	2.399022945	0.0235695547	0.4453569326	-3.4778250285
KIAA1598	0.5972812207	3.7802627361	2.3967404713	0.0236903814	0.4453569326	-3.4821758697
RAB40B	0.5851795533	5.4700663662	2.39635505	0.0237108402	0.4453569326	-3.4829103022
SOX2	-0.4688362935	3.6789684821	-2.3954008638	0.0237615597	0.4453569326	-3.4847282165
SNORD72	-0.5189931747	6.3171908309	-2.3950208972	0.0237817843	0.4453569326	-3.485452002
LOC284926	0.5842081258	5.2406521605	2.3942240767	0.0238242482	0.4453569326	-3.4869696049
SERPINB6	0.5339920353	3.96410454	2.3903435961	0.0240320395	0.447756916	-3.494355738
MIR185	-0.5248056678	5.1270940155	-2.3896530046	0.0240691925	0.447756916	-3.4956694265
CDKL5	0.5040326978	5.2536463541	2.3870965503	0.0242071849	0.4492362361	-3.5005304076
SCARNA23	-0.4821981099	4.9853326917	-2.384918009	0.0243253492	0.4497156155	-3.5046702233
DLG2	0.6067982575	3.5959099866	2.3818496061	0.0244926747	0.4497156155	-3.5104969819
SLC30A4	0.5017568056	4.8154383336	2.3814595877	0.0245140183	0.4497156155	-3.5112372709
HAVCR1P1	-0.5341403219	3.9787446471	-2.3813436946	0.0245203638	0.4497156155	-3.5114572315
TMEM45B	0.5377025939	4.2978769361	2.3801581947	0.0245853598	0.4497156155	-3.5137068757
RALGPS1	0.4596624948	4.8354581328	2.3772288687	0.0247466387	0.4497156155	-3.5192626342
SLC6A9	0.4793567419	5.0822032616	2.3766843246	0.0247767259	0.4497156155	-3.5202949406
AKT3-IT1	0.6177925747	4.9966306702	2.3730486589	0.0249784623	0.4497156155	-3.5271833383
FKBP1AP1	-0.6396914065	3.7910174973	-2.373023615	0.0249798571	0.4497156155	-3.5272307652
FITM2	0.5232755548	5.0749472852	2.3721056503	0.0250310327	0.4497156155	-3.5289689428
MDM2	-0.5290545527	4.5192523609	-2.3699159665	0.0251534925	0.4497156155	-3.5331134187
TRIM16L	0.4779541709	3.9293652036	2.369522316	0.0251755657	0.4497156155	-3.5338582352
MIR592	0.6136547491	3.5444608812	2.368877783	0.0252117448	0.4497156155	-3.5350775713
TOE1	-0.4921913814	6.6678159421	-2.3682631792	0.0252462882	0.4497156155	-3.5362400911
OTTHUMG00000165718	0.5500999075	4.0357398975	2.3682375736	0.0252477282	0.4497156155	-3.5362885198
OTTHUMG00000016092	-0.6441173251	3.4405472839	-2.3677290602	0.025276343	0.4497156155	-3.5372502193
OTTHUMG00000151743	-0.6349896409	6.7708308382	-2.3664584548	0.0253479714	0.4497156155	-3.5396526134
RNA5SP395	0.578606567	5.2073956036	2.3649767157	0.0254317363	0.4497156155	-3.5424531756
LACE1	-0.505783872	5.0890965526	-2.3645733895	0.0254545806	0.4497156155	-3.54321529
FBXO5	-0.4897804518	6.0024619596	-2.3644223454	0.0254631406	0.4497156155	-3.5435006777
MIR4518	1.0156660364	3.5182025815	2.3629427445	0.0255471313	0.4497156155	-3.5462956725
DACT3	0.4448726761	4.1312394772	2.3629327366	0.0255477003	0.4497156155	-3.5463145738
DPYSL3	0.6104849483	4.4433710449	2.3611852957	0.025647223	0.4497156155	-3.5496140841
GCA	-0.528469823	4.8971098004	-2.360745673	0.0256723167	0.4497156155	-3.5504439337
LOC100506282	0.4591796096	5.8176782915	2.3603247718	0.0256963628	0.4497156155	-3.5512383519
ZNF556	0.5347430041	3.5902764929	2.3570230321	0.0258857054	0.4519997144	-3.5574670034
LOC100507459	0.4977697984	4.7605698671	2.3547945534	0.0260142192	0.4530929252	-3.5616678385
APOL6	0.5041480741	3.8710137186	2.3538950095	0.0260662597	0.4530929252	-3.5633628234
TBX10	0.4981341262	3.9735382417	2.3526599731	0.0261378637	0.4533119799	-3.5656892951
LOC100996624	0.5224989418	3.6018211509	2.3510250718	0.0262329269	0.4539359851	-3.5687678059
TSPAN31	0.4612770772	4.6033349523	2.3465753752	0.0264932589	0.45506657	-3.5771396445
NEFL	0.6913740383	6.9540788981	2.3458136139	0.0265380617	0.45506657	-3.5785718372
OTTHUMG00000154733	0.4935759222	3.4823509907	2.345542774	0.0265540077	0.45506657	-3.5790809735
LOC100506948	0.4888743477	3.9686403205	2.3431319394	0.0266963337	0.45506657	-3.5836113065
D2HGDH	-0.4827689416	4.601797724	-2.3426065277	0.026727444	0.45506657	-3.584598241
KCNH3	0.5005425007	4.4099834749	2.3417149014	0.026780314	0.45506657	-3.5862727499
OTTHUMG00000169461	0.5050464732	5.6120583054	2.3409555559	0.0268254155	0.45506657	-3.5876985084
RAB3IL1	0.5482406516	3.8610658224	2.3395287387	0.0269103488	0.45506657	-3.5903767209
ZNF33A	0.4390175964	5.650013429	2.3366130687	0.0270846706	0.45506657	-3.5958463344
LINC00487	-0.4881354443	3.8601841061	-2.3362698309	0.0271052596	0.45506657	-3.5964899392
HIST1H1B	-0.4750469069	10.2494906323	-2.3352935812	0.0271638976	0.45506657	-3.598320172
CTAGE9	-0.5528335004	3.8870724635	-2.3344358256	0.0272155137	0.45506657	-3.5999278515
OTTHUMG00000013949	-0.516910317	5.2812132406	-2.3342597493	0.0272261203	0.45506657	-3.6002578221
SEPT5-GP1BB	0.464272225	6.1494984844	2.3342415641	0.0272272159	0.45506657	-3.6002919006
ZFHX4	-0.4517792945	5.7230600112	-2.3341795318	0.0272309537	0.45506657	-3.600408146
EGFLAM-AS1	0.5454146411	4.8879242822	2.3334458129	0.0272751995	0.45506657	-3.6017829474
RNY4P4	-0.5843462398	4.0017595958	-2.3329492882	0.0273051788	0.45506657	-3.60271315
ADAMTS9	0.5308639457	3.7519413997	2.3310490977	0.0274201864	0.455994139	-3.6062718426
LRRC40	-0.462109365	7.6391577138	-2.3297833861	0.0274970372	0.4562845295	-3.6086412432
MTMR4	0.4503735464	7.8822169822	2.3256208617	0.0277511602	0.4573269147	-3.6164276087
MGC24103	0.8520021522	3.0431116137	2.3247296291	0.0278058473	0.4573269147	-3.6180935713
NR2F1	0.4541713991	4.369417167	2.3245649875	0.0278159606	0.4573269147	-3.6184012874
DOHH	-0.5013753605	4.190660539	-2.3234632807	0.0278837205	0.4573269147	-3.6204600219
OTTHUMG00000172608	-0.4823234323	4.810549857	-2.3225044471	0.0279428153	0.4573269147	-3.6222512603
XRCC1	-0.5143419874	7.5414805481	-2.3205976172	0.0280606758	0.4573269147	-3.6258120733
CNTNAP4	0.8747204253	5.0183511355	2.3203091673	0.0280785441	0.4573269147	-3.62635056
WDR11-AS1	0.5247264319	3.6180929872	2.3179266077	0.0282265304	0.4573269147	-3.6307967385
HSP90AB4P	0.6779928553	3.5716117991	2.3178572326	0.02823085	0.4573269147	-3.6309261574
OTTHUMG00000156168	0.6915121294	4.8613156554	2.3169111038	0.028289821	0.4573269147	-3.6326909087
CTNNA1	0.436504977	5.8363299754	2.3163364313	0.0283256943	0.4573269147	-3.6337625797
RAB22A	0.4573873666	6.8923749723	2.3157598139	0.0283617306	0.4573269147	-3.6348377047
SULF2	0.4667339571	7.2485815163	2.3153497529	0.0283873831	0.4573269147	-3.6356021737
ZNF565	-0.568320564	4.4309205949	-2.3152568508	0.0283931977	0.4573269147	-3.6357753571
GRIN1	0.456813953	5.4226273061	2.3080404171	0.0288481926	0.4636833964	-3.649214114
LOC100129722	-0.4530455966	3.5886170219	-2.3059859302	0.0289789339	0.4641222736	-3.6530350921
NCR3LG1	0.4523154329	6.1772802178	2.3057134301	0.0289963154	0.4641222736	-3.6535417277
TEAD2	-0.5814251829	5.3175717941	-2.3032764835	0.0291521781	0.4643550728	-3.6580707984
PDE6B	0.526264227	4.556734749	2.3023232267	0.0292133535	0.4643550728	-3.6598415811
C9orf91	0.4670606805	6.1638516266	2.3022530527	0.0292178615	0.4643550728	-3.6599719186
TEKT4	-0.5012597491	3.3831497018	-2.3017123657	0.0292526168	0.4643550728	-3.6609760743
OTTHUMG00000175726	-0.4700858364	6.480270923	-2.2984315476	0.0294643139	0.4665931639	-3.6670658677
OR7E47P	0.4718139277	3.7489879687	2.2976481377	0.0295150693	0.4665931639	-3.668519182
IGFBP2	-0.5277521514	6.8058848235	-2.2945489445	0.0297166382	0.4688150539	-3.6742653703
DNAJB5	0.451570299	5.8606546809	2.292249205	0.029867018	0.4698988616	-3.6785260274
VSTM2L	0.4701019403	4.0470935229	2.2912492078	0.0299326228	0.4698988616	-3.6803778215
KCNK15	-0.4600300842	4.1839615799	-2.2906983193	0.0299688198	0.4698988616	-3.6813977308
KCNQ5-IT1	0.6363162594	7.3414573328	2.2877570929	0.0301627501	0.4717212593	-3.6868403745
NAPB	0.446062762	6.6897145914	2.287075651	0.0302078432	0.4717212593	-3.6881007081
RB1	-0.4472858493	8.2490279609	-2.2858958188	0.030286061	0.4719833805	-3.6902822384
SLC6A17	0.451427242	5.172218542	2.284551213	0.0303754264	0.4724178163	-3.6927675395
C17orf58	0.4936152527	4.221881064	2.2805390077	0.0306435094	0.4753572485	-3.7001777995
VAX2	-0.4654276544	5.6944751756	-2.279873727	0.0306881681	0.4753572485	-3.7014057003
UBL4B	-0.4498049955	4.1615025953	-2.2769899122	0.0308824345	0.4765082569	-3.7067256046
C1orf233	-0.4775873546	5.0090913978	-2.2769294817	0.0308865172	0.4765082569	-3.7068370361
PTCHD1	0.4634073894	3.575662858	2.2734577099	0.0311218971	0.4786563729	-3.7132355899
SNCG	-0.4546454705	3.975836673	-2.2724891014	0.0311878564	0.4786563729	-3.7150196116
NCAPG	-0.4539251404	9.2530645995	-2.2721253867	0.0312126569	0.4786563729	-3.7156893866
PLOD2	-0.4949439788	7.8702993885	-2.2698985755	0.0313648857	0.4800327031	-3.719788486
MIR92B	-0.526876967	4.8865704631	-2.2679100349	0.0315013939	0.4811634376	-3.7234467404
MIR1179	0.4800390245	7.1271114462	2.2669351603	0.0315685128	0.4812319122	-3.7252394139
LTV1	-0.496887783	8.1903115163	-2.2653146374	0.0316803703	0.4814950599	-3.7282182294
ZC3H12C	0.4397887627	5.7672055354	2.2648701277	0.0317111155	0.4814950599	-3.7290350733
DNAJB8	-0.6133342023	3.9359488365	-2.260093763	0.0320431881	0.4825379832	-3.7378055786
SNORD124	-0.5691999397	3.7023797863	-2.2585746955	0.0321494575	0.4825379832	-3.740592371
GATA2	-0.4452640725	8.4567536018	-2.2579657806	0.0321921448	0.4825379832	-3.7417091025
SNORD114-11	0.7737854834	3.358092052	2.257020473	0.0322585161	0.4825379832	-3.7434423733
MIR3180-1	-0.4248174716	6.2567428304	-2.25522204	0.0323851282	0.4825379832	-3.7467385669
KRT18P55	0.5290006301	3.3830127608	2.2542201185	0.0324558597	0.4825379832	-3.7485741481
LOC619207	0.4937598493	4.2579885375	2.2541172539	0.0324631294	0.4825379832	-3.7487625717
LOC100128668	0.5277102889	4.5701846066	2.2536630998	0.0324952432	0.4825379832	-3.7495944065
FAM41C	-0.4457881207	3.8404965235	-2.2535986848	0.0324998004	0.4825379832	-3.7497123808
KIF3B	0.4240284775	7.1530303528	2.2523280645	0.0325898118	0.4825379832	-3.7520390315
MIR3619	0.5611432392	5.8112591491	2.2519921701	0.0326136443	0.4825379832	-3.752653947
NRXN2	0.4560542015	5.629670467	2.2501135246	0.0327472297	0.4825379832	-3.756092026
TPRX1	-0.4679014814	3.6059612913	-2.2471849892	0.0329564564	0.4825379832	-3.7614476916
LOC90246	0.5240054619	3.9491581736	2.2457226971	0.0330613801	0.4825379832	-3.7641201767
C16orf87	-0.464493606	6.5944952201	-2.2455752532	0.0330719763	0.4825379832	-3.7643895809
PTPN5	0.5027178799	3.9374527054	2.2455379217	0.0330746597	0.4825379832	-3.7644577897
F8A3	-0.4525596422	7.1624041747	-2.24453936	0.0331465088	0.4825379832	-3.7662819966
